所属的二进制名*,包含的Git工程ID*,所属的所属模块名*,是否影响永不倒用例,CK文件名,console文件名,最近编译时间,Git路径,所属Git仓库ID,仓库名称,仓库路径,已归档,默认分支,仓库https地址,仓库SSH地址,仓库全名称,仓库全路径,是否已授权
mmpaysecinnertoolsdao,431665,mmpaysecinnertoolsdao,仅目标资产影响,CK_mmpaysecinnertoolsdao,mmpaysecinnertoolsdaoConsole,,http://git.woa.com/mmpay_wxpay/wxpay_sec_tools/tree/master/domain/mmpaysecinnertoolsdao,431665,wxpay_sec_tools,wxpay_sec_tools,否,master,https://git.woa.com/mmpay_wxpay/wxpay_sec_tools.git,git@git.woa.com:mmpay_wxpay/wxpay_sec_tools.git,mmpay_wxpay/wxpay_sec_tools,mmpay_wxpay/wxpay_sec_tools,是
mmpaysmbpmaterialstockmq,541545,mmpaysmbpmaterialstockmq,仅目标资产影响,CK_mmpaysmbpmaterialstockmq,mmpaysmbpmaterialstockmqConsole,,http://git.woa.com/mmpay_material/material_mall/tree/master/domain/mmpaysmbpmaterialstockmq,541545,material_mall,material_mall,否,master,https://git.woa.com/mmpay_material/material_mall.git,git@git.woa.com:mmpay_material/material_mall.git,mmpay_material/material_mall,mmpay_material/material_mall,是
mmpaycapitalmchtrans2usrmq,166123,mmpaycapitalmchtrans2usrmq,仅目标资产影响,CK_mmpaycapitalmchtrans2usrmq,mmpaycapitalmchtrans2usrmqConsole,2024-11-21 12:36:53,http://git.woa.com/mmpay_wxpay/mch_fund/tree/master/application/mmpaycapitalmchtrans2usrmq,166123,mch_fund,mch_fund,否,master,https://git.woa.com/mmpay_wxpay/mch_fund.git,git@git.woa.com:mmpay_wxpay/mch_fund.git,mmpay_wxpay/mch_fund,mmpay_wxpay/mch_fund,是
mmpaymultisetcolddatatranstaskaosvr,166046,mmpaymultisetcolddatatranstaskaosvr,仅目标资产影响,CK_mmpaymultisetcolddatatranstaskaosvr,mmpaymultisetcolddatatranstaskaosvrConsole,2024-10-21 11:24:15,http://git.woa.com/mmpay_wxpay/mch_trade/tree/master/domain/mmpaymultisetcolddatatranstaskaosvr,166046,mch_trade,mch_trade,否,master,https://git.woa.com/mmpay_wxpay/mch_trade.git,git@git.woa.com:mmpay_wxpay/mch_trade.git,mmpay_wxpay/mch_trade,mmpay_wxpay/mch_trade,是
mmpaysnsriskamlsubscriber,166044,mmpaysnsriskamlsubscriber,仅目标资产影响,CK_mmpaysnsriskamlsubscriber,mmpaysnsriskamlsubscriberConsole,,http://git.woa.com/mmpay_wxpay/sns_cashier_pay/tree/master/application/mmpaysnsriskamlsubscriber,166044,sns_cashier_pay,sns_cashier_pay,否,master,https://git.woa.com/mmpay_wxpay/sns_cashier_pay.git,git@git.woa.com:mmpay_wxpay/sns_cashier_pay.git,mmpay_wxpay/sns_cashier_pay,mmpay_wxpay/sns_cashier_pay,是
quorumdeamon,1107136,mmpaysectablekv,仅目标资产影响,CK_quorumdeamon,quorumdeamonConsole,,http://git.woa.com/wxg-comm/platform_pay/tree/master/deamon_shell,1107136,platform_pay,platform_pay,否,master,https://git.woa.com/wxg-comm/platform_pay.git,git@git.woa.com:wxg-comm/platform_pay.git,wxg-comm/platform_pay,wxg-comm/platform_pay,是
service_order_deduct,785756,mmpaykaascript,仅目标资产影响,CK_service_order_deduct,service_order_deductConsole,2024-10-12 18:01:47,http://git.woa.com/mmpay_palm_recognition/palm_pay/tree/master/tool/service_order_deduct,785756,palm_pay,palm_pay,否,master,https://git.woa.com/mmpay_palm_recognition/palm_pay.git,git@git.woa.com:mmpay_palm_recognition/palm_pay.git,mmpay_palm_recognition/palm_pay,mmpay_palm_recognition/palm_pay,是
mmpaysjtmchzdweb,792265,mmpaysjtmchzdweb,仅目标资产影响,CK_mmpaysjtmchzdweb,mmpaysjtmchzdwebConsole,,http://git.woa.com/mmpay_sjt/sjt_bill/tree/master/gateway/mmpaysjtmchzdweb,792265,sjt_bill,sjt_bill,否,master,https://git.woa.com/mmpay_sjt/sjt_bill.git,git@git.woa.com:mmpay_sjt/sjt_bill.git,mmpay_sjt/sjt_bill,mmpay_sjt/sjt_bill,是
mmpaymchtranstemplatemedi,166045,mmpaymchtranstemplatemedi,仅目标资产影响,CK_mmpaymchtranstemplatemedi,mmpaymchtranstemplatemediConsole,2025-02-21 19:00:45,http://git.woa.com/mmpay_wxpay/mch_payment/tree/master/application/mmpaymchtranstemplatemedi,166045,mch_payment,mch_payment,否,master,https://git.woa.com/mmpay_wxpay/mch_payment.git,git@git.woa.com:mmpay_wxpay/mch_payment.git,mmpay_wxpay/mch_payment,mmpay_wxpay/mch_payment,是
mmpaylascerthttp,1225056,mmpaylascert,均不影响,CK_mmpaylascerthttp,mmpaylascerthttpConsole,2025-02-26 10:33:13,http://git.woa.com/mmpay_online_rd/module_access_control/tree/master/mmpaylascert,1225056,module_access_control,module_access_control,否,master,https://git.woa.com/mmpay_online_rd/module_access_control.git,git@git.woa.com:mmpay_online_rd/module_access_control.git,mmpay_online_rd/module_access_control,mmpay_online_rd/module_access_control,是
mmpaykfsatisfactionsvr,323610,mmpaykfsatisfactionsvr,仅目标资产影响,CK_mmpaykfsatisfactionsvr,mmpaykfsatisfactionsvrConsole,2025-01-14 17:30:27,http://git.woa.com/mmpay_wxpay/kf/tree/master/application/mmpaykfsatisfactionsvr,323610,kf,kf,否,master,https://git.woa.com/mmpay_wxpay/kf.git,git@git.woa.com:mmpay_wxpay/kf.git,mmpay_wxpay/kf,mmpay_wxpay/kf,是
mmpaymchsubjectstoreapi,234403,mmpaymchsubjectstoreapi,仅目标资产影响,CK_mmpaymchsubjectstoreapi,mmpaymchsubjectstoreapiConsole,2024-10-12 14:48:09,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpaymchmgr/mmpaymchsubjectstore/mmpaymchsubjectstoreapi,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpaymchbemqsvr,246326,mmpaymchbemqsvr,仅目标资产影响,CK_mmpaymchbemqsvr,mmpaymchbemqsvrConsole,,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymchmgr/mmpaymchbe/mmpaymchbemqsvr,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpayqcbusinessmgrbroker,325194,mmpayqcbusinessmgrbroker,仅目标资产影响,CK_mmpayqcbusinessmgrbroker,mmpayqcbusinessmgrbrokerConsole,2024-10-12 14:56:41,http://git.woa.com/mmpay_wxpay/mch_operation_manage/tree/master/gateway/mmpayqcbusinessmgrbroker,325194,mch_operation_manage,mch_operation_manage,否,master,https://git.woa.com/mmpay_wxpay/mch_operation_manage.git,git@git.woa.com:mmpay_wxpay/mch_operation_manage.git,mmpay_wxpay/mch_operation_manage,mmpay_wxpay/mch_operation_manage,是
mmpaysmartdevicecustomerservicebroker,166124,mmpaysmartdevicecustomerservicebroker,仅目标资产影响,CK_mmpaysmartdevicecustomerservicebroker,mmpaysmartdevicecustomerservicebrokerConsole,2024-09-23 10:20:53,http://git.woa.com/mmpay_material_device/material_device/tree/master/application/mmpaysmartdevicecustomerservicebroker,166124,material_device,material_device,否,master,https://git.woa.com/mmpay_material_device/material_device.git,git@git.woa.com:mmpay_material_device/material_device.git,mmpay_material_device/material_device,mmpay_material_device/material_device,是
mmpaycapitalbalancekv4testsvr,166123,mmpaycapitalbalancekv4testsvr,仅目标资产影响,CK_mmpaycapitalbalancekv4testsvr,mmpaycapitalbalancekv4testsvrConsole,,http://git.woa.com/mmpay_wxpay/mch_fund/tree/master/application/mmpaycapitalbalancekv4testsvr,166123,mch_fund,mch_fund,否,master,https://git.woa.com/mmpay_wxpay/mch_fund.git,git@git.woa.com:mmpay_wxpay/mch_fund.git,mmpay_wxpay/mch_fund,mmpay_wxpay/mch_fund,是
mmpaybusif2fpayeventmqworker,166049,mmpaybusif2fpayeventmq,仅目标资产影响,CK_mmpaybusif2fpayeventmqworker,mmpaybusif2fpayeventmqworkerConsole,2024-11-21 14:35:24,http://git.woa.com/mmpay_wxface2face/f2f/tree/master/application/mmpaybusif2fpayeventmq,166049,f2f,f2f,否,master,https://git.woa.com/mmpay_wxface2face/f2f.git,git@git.woa.com:mmpay_wxface2face/f2f.git,mmpay_wxface2face/f2f,mmpay_wxface2face/f2f,是
mmpayqccompliancenotradegovaosvr,166052,mmpayqccompliancenotradegovaosvr,仅目标资产影响,CK_mmpayqccompliancenotradegovaosvr,mmpayqccompliancenotradegovaosvrConsole,2025-02-06 14:36:13,http://git.woa.com/mmpay_wxpay/compliance/tree/master/application/mmpayqccompliancenotradegovaosvr,166052,compliance,compliance,否,master,https://git.woa.com/mmpay_wxpay/compliance.git,git@git.woa.com:mmpay_wxpay/compliance.git,mmpay_wxpay/compliance,mmpay_wxpay/compliance,是
mmpaymktpaygiftactmqworker,246326,mmpaymktpaygiftactmq,仅目标资产影响,CK_mmpaymktpaygiftactmqworker,mmpaymktpaygiftactmqworkerConsole,2024-11-08 19:04:13,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymkt/mmpaymktpaygiftactivity/mmpaymktpaygiftactmq,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaymktusertipssvr,246326,mmpaymktusertipssvr,仅目标资产影响,CK_mmpaymktusertipssvr,mmpaymktusertipssvrConsole,2024-10-08 15:38:41,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymkt/mmpaymktcard/mmpaymktcardbd/mmpaymktusertipssvr,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpayinterpayreaddaosvr,389804,mmpayinterpayreaddaosvr,均不影响,CK_mmpayinterpayreaddaosvr,mmpayinterpayreaddaosvrConsole,2024-10-23 10:39:20,http://git.woa.com/mmpay_wxpay/inter_pay/tree/master/domain/mmpayinterpayreaddaosvr,389804,inter_pay,inter_pay,否,master,https://git.woa.com/mmpay_wxpay/inter_pay.git,git@git.woa.com:mmpay_wxpay/inter_pay.git,mmpay_wxpay/inter_pay,mmpay_wxpay/inter_pay,是
mmpaysjtpaymktfavourao,792570,mmpaysjtpaymktfavourao,仅目标资产影响,CK_mmpaysjtpaymktfavourao,mmpaysjtpaymktfavouraoConsole,2024-10-14 10:08:05,http://git.woa.com/mmpay_sjt/sjt_market/tree/master/domain/mmpaysjtpaymktfavourao,792570,sjt_market,sjt_market,否,master,https://git.woa.com/mmpay_sjt/sjt_market.git,git@git.woa.com:mmpay_sjt/sjt_market.git,mmpay_sjt/sjt_market,mmpay_sjt/sjt_market,是
mmpayuserrolloperationao,166015,mmpayuserrolloperationao,仅目标资产影响,CK_mmpayuserrolloperationao,mmpayuserrolloperationaoConsole,,http://git.woa.com/mmpay_wxpay/user_transaction_list/tree/master/domain/mmpayuserrolloperationao,166015,user_transaction_list,user_transaction_list,否,master,https://git.woa.com/mmpay_wxpay/user_transaction_list.git,git@git.woa.com:mmpay_wxpay/user_transaction_list.git,mmpay_wxpay/user_transaction_list,mmpay_wxpay/user_transaction_list,是
mmpayc2bbusiroute4testsvr,1067357,mmpayc2bbusiroute4testsvr,仅目标资产影响,CK_mmpayc2bbusiroute4testsvr,mmpayc2bbusiroute4testsvrConsole,,http://git.woa.com/mmpay_wxpay/c2b_pay/tree/master/application/mmpayc2bbusiroute4testsvr,1067357,c2b_pay,c2b_pay,否,master,https://git.woa.com/mmpay_wxpay/c2b_pay.git,git@git.woa.com:mmpay_wxpay/c2b_pay.git,mmpay_wxpay/c2b_pay,mmpay_wxpay/c2b_pay,是
mmpayinheritfundsdao,1365910,mmpayinheritfundsdao,均不影响,CK_mmpayinheritfundsdao,mmpayinheritfundsdaoConsole,,http://git.woa.com/mmpay_wxpay/inherit_funds/tree/master/domain/mmpayinheritfundsdao,1365910,inherit_funds,inherit_funds,否,master,https://git.woa.com/mmpay_wxpay/inherit_funds.git,git@git.woa.com:mmpay_wxpay/inherit_funds.git,mmpay_wxpay/inherit_funds,mmpay_wxpay/inherit_funds,是
mmpayentrustsignlogicsvr,166100,mmpayentrustsignlogicsvr,仅目标资产影响,CK_mmpayentrustsignlogicsvr,mmpayentrustsignlogicsvrConsole,2024-12-09 20:59:11,http://git.woa.com/mmpay_wxpay/deduction_pay/tree/master/gateway/mmpayentrustsignlogicsvr,166100,deduction_pay,deduction_pay,否,master,https://git.woa.com/mmpay_wxpay/deduction_pay.git,git@git.woa.com:mmpay_wxpay/deduction_pay.git,mmpay_wxpay/deduction_pay,mmpay_wxpay/deduction_pay,是
mmpaymchmgrmenudaosvr,234403,mmpaymchmgrmenudaosvr,仅目标资产影响,CK_mmpaymchmgrmenudaosvr,mmpaymchmgrmenudaosvrConsole,2024-10-15 15:59:54,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpaymchmgr/mmpaymchmgrmenu/mmpaymchmgrmenudaosvr,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpayffmchbankinfodaosvr,246326,mmpayffmchbankinfodaosvr,仅目标资产影响,CK_mmpayffmchbankinfodaosvr,mmpayffmchbankinfodaosvrConsole,2024-09-19 14:27:55,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymch/mmpaymchcapital/mmpayffmchbankinfo/mmpayffmchbankinfodaosvr,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaysjtscoremsgmqworker,1001939,mmpaysjtscoremsgmq,仅目标资产影响,CK_mmpaysjtscoremsgmqworker,mmpaysjtscoremsgmqworkerConsole,2025-01-20 10:02:36,http://git.woa.com/mmpay_sjt/sjt_score_mall/tree/master/application/mmpaysjtscoremsgmq,1001939,sjt_score_mall,sjt_score_mall,否,master,https://git.woa.com/mmpay_sjt/sjt_score_mall.git,git@git.woa.com:mmpay_sjt/sjt_score_mall.git,mmpay_sjt/sjt_score_mall,mmpay_sjt/sjt_score_mall,是
mmpayfacepinkvproxy,166055,mmpayfacepinkvproxy,仅目标资产影响,CK_mmpayfacepinkvproxy,mmpayfacepinkvproxyConsole,,http://git.woa.com/mmpay_wxpay/id_auth/tree/master/domain/mmpayfacepinkvproxy,166055,id_auth,id_auth,否,master,https://git.woa.com/mmpay_wxpay/id_auth.git,git@git.woa.com:mmpay_wxpay/id_auth.git,mmpay_wxpay/id_auth,mmpay_wxpay/id_auth,是
mmpaylqtbroker,229479,mmpaylqtbroker,仅目标资产影响,CK_mmpaylqtbroker,mmpaylqtbrokerConsole,2025-01-20 14:43:06,http://git.woa.com/mmpay_svn/mmpaygateway/tree/master/mmpayyybroker/mmpaylqtbroker,229479,mmpaygateway,mmpaygateway,否,master,https://git.woa.com/mmpay_svn/mmpaygateway.git,git@git.woa.com:mmpay_svn/mmpaygateway.git,mmpay_svn/mmpaygateway,mmpay_svn/mmpaygateway,是
mmpayxaggropschangekvsvr,166099,mmpayxaggropschangekvsvr,仅目标资产影响,CK_mmpayxaggropschangekvsvr,mmpayxaggropschangekvsvrConsole,2024-08-05 16:32:56,http://git.woa.com/mmpay_wxpay/aggr_risk/tree/master/domain/mmpayxaggropschangekvsvr,166099,aggr_risk,aggr_risk,否,master,https://git.woa.com/mmpay_wxpay/aggr_risk.git,git@git.woa.com:mmpay_wxpay/aggr_risk.git,mmpay_wxpay/aggr_risk,mmpay_wxpay/aggr_risk,是
mmpaysjttransassistantao,1183348,mmpaysjttransassistantao,仅目标资产影响,CK_mmpaysjttransassistantao,mmpaysjttransassistantaoConsole,2024-10-11 15:00:56,http://git.woa.com/mmpay_sjt/sjt_trans_assistant/tree/master/domain/mmpaysjttransassistantao,1183348,sjt_trans_assistant,sjt_trans_assistant,否,master,https://git.woa.com/mmpay_sjt/sjt_trans_assistant.git,git@git.woa.com:mmpay_sjt/sjt_trans_assistant.git,mmpay_sjt/sjt_trans_assistant,mmpay_sjt/sjt_trans_assistant,是
mmpayfaceyoutucamerafingerprint,166047,mmpayfaceyoutucamerafingerprint,仅目标资产影响,CK_mmpayfaceyoutucamerafingerprint,mmpayfaceyoutucamerafingerprintConsole,2025-02-24 14:08:30,http://git.woa.com/mmpay_wxpay/face_comp/tree/master/domain/mmpayfaceyoutucamerafingerprint,166047,face_comp,face_comp,否,master,https://git.woa.com/mmpay_wxpay/face_comp.git,git@git.woa.com:mmpay_wxpay/face_comp.git,mmpay_wxpay/face_comp,mmpay_wxpay/face_comp,是
mmpaymchriskeventcustomservicedao,166119,mmpaymchriskeventcustomservicedao,仅目标资产影响,CK_mmpaymchriskeventcustomservicedao,mmpaymchriskeventcustomservicedaoConsole,,http://git.woa.com/mmpay_wxpay/mch_sec/tree/master/domain/mmpaymchriskeventcustomservicedao,166119,mch_sec,mch_sec,否,master,https://git.woa.com/mmpay_wxpay/mch_sec.git,git@git.woa.com:mmpay_wxpay/mch_sec.git,mmpay_wxpay/mch_sec,mmpay_wxpay/mch_sec,是
mmpaymchmsgccbizidmappingaosvr,166107,mmpaymchmsgccbizidmappingaosvr,仅目标资产影响,CK_mmpaymchmsgccbizidmappingaosvr,mmpaymchmsgccbizidmappingaosvrConsole,2024-09-12 10:46:18,http://git.woa.com/mmpay_wxpay/mch_basic/tree/master/domain/mmpaymchmsgccbizidmappingaosvr,166107,mch_basic,mch_basic,否,master,https://git.woa.com/mmpay_wxpay/mch_basic.git,git@git.woa.com:mmpay_wxpay/mch_basic.git,mmpay_wxpay/mch_basic,mmpay_wxpay/mch_basic,是
mmpaycreditacctmanagesvr,166054,mmpaycreditacctmanagesvr,仅目标资产影响,CK_mmpaycreditacctmanagesvr,mmpaycreditacctmanagesvrConsole,2025-02-24 10:52:15,http://git.woa.com/mmpay_credit/credit/tree/master/application/mmpaycreditacctmanagesvr,166054,credit,credit,否,master,https://git.woa.com/mmpay_credit/credit.git,git@git.woa.com:mmpay_credit/credit.git,mmpay_credit/credit,mmpay_credit/credit,是
mmpayc2bcashierappsvr,1067357,mmpayc2bcashierappsvr,仅目标资产影响,CK_mmpayc2bcashierappsvr,mmpayc2bcashierappsvrConsole,2024-11-19 14:35:17,http://git.woa.com/mmpay_wxpay/c2b_pay/tree/master/application/mmpayc2bcashierappsvr,1067357,c2b_pay,c2b_pay,否,master,https://git.woa.com/mmpay_wxpay/c2b_pay.git,git@git.woa.com:mmpay_wxpay/c2b_pay.git,mmpay_wxpay/c2b_pay,mmpay_wxpay/c2b_pay,是
mmpayriskwxpayjudicialctrl,234403,mmpayriskwxpayjudicialctrl,仅目标资产影响,CK_mmpayriskwxpayjudicialctrl,mmpayriskwxpayjudicialctrlConsole,,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpayrisk/mmpayriskaccount/mmpayriskwxpayjudicialctrl,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpaynewtondepositsvr,246267,mmpaynewtondepositsvr,仅目标资产影响,CK_mmpaynewtondepositsvr,mmpaynewtondepositsvrConsole,2024-12-23 10:25:31,http://git.woa.com/mmpay_svn_sec/mmpaynewton/tree/master/mmpaynewtondeposit/mmpaynewtondepositsvr,246267,mmpaynewton,mmpaynewton,否,master,https://git.woa.com/mmpay_svn_sec/mmpaynewton.git,git@git.woa.com:mmpay_svn_sec/mmpaynewton.git,mmpay_svn_sec/mmpaynewton,mmpay_svn_sec/mmpaynewton,是
mmpayconfformatao,166042,mmpayconfformatao,均不影响,CK_mmpayconfformatao,mmpayconfformataoConsole,,http://git.woa.com/mmpay_XMeta-P/XContract/tree/master/domain/mmpayconfformatao,166042,XContract,XContract,否,master,https://git.woa.com/mmpay_XMeta-P/XContract.git,git@git.woa.com:mmpay_XMeta-P/XContract.git,mmpay_XMeta-P/XContract,mmpay_XMeta-P/XContract,是
mmpaysmartdevicemonitormqworker,166124,mmpaysmartdevicemonitormq,仅目标资产影响,CK_mmpaysmartdevicemonitormqworker,mmpaysmartdevicemonitormqworkerConsole,2024-09-23 10:35:59,http://git.woa.com/mmpay_material_device/material_device/tree/master/application/mmpaysmartdevicemonitormq/mq_worker,166124,material_device,material_device,否,master,https://git.woa.com/mmpay_material_device/material_device.git,git@git.woa.com:mmpay_material_device/material_device.git,mmpay_material_device/material_device,mmpay_material_device/material_device,是
mmpaymchmgrrulecheck,234403,mmpaymchmgrrulecheck,仅目标资产影响,CK_mmpaymchmgrrulecheck,mmpaymchmgrrulecheckConsole,2024-09-11 14:49:36,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpaymchmgr/mmpaymchmgrrulecheck,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpaymchallotpayapi,1032141,mmpaymchallotpayapi,均不影响,CK_mmpaymchallotpayapi,mmpaymchallotpayapiConsole,2024-12-06 16:05:11,http://git.woa.com/mmpay_wxpay/mch_entrust_allotted_pay/tree/master/gateway/mmpaymchallotpayapi,1032141,mch_entrust_allotted_pay,mch_entrust_allotted_pay,否,master,https://git.woa.com/mmpay_wxpay/mch_entrust_allotted_pay.git,git@git.woa.com:mmpay_wxpay/mch_entrust_allotted_pay.git,mmpay_wxpay/mch_entrust_allotted_pay,mmpay_wxpay/mch_entrust_allotted_pay,是
mmpaylifepaydatataskdomainaosvr,166014,mmpaylifepaydatataskdomainaosvr,仅目标资产影响,CK_mmpaylifepaydatataskdomainaosvr,mmpaylifepaydatataskdomainaosvrConsole,2024-10-14 21:00:51,http://git.woa.com/mmpay_life_pay/life_pay/tree/master/domain/mmpaylifepaydatataskdomainaosvr,166014,life_pay,life_pay,否,master,https://git.woa.com/mmpay_life_pay/life_pay.git,git@git.woa.com:mmpay_life_pay/life_pay.git,mmpay_life_pay/life_pay,mmpay_life_pay/life_pay,是
mmpaymaterialf2fqrread,246326,mmpaymaterialf2fqrread,仅目标资产影响,CK_mmpaymaterialf2fqrread,mmpaymaterialf2fqrreadConsole,2024-10-17 11:33:14,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymchmgr/mmpaymaterial/mmpaymaterialf2fqrread,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpayqctraderiskaosvr,325196,mmpayqctraderiskaosvr,仅目标资产影响,CK_mmpayqctraderiskaosvr,mmpayqctraderiskaosvrConsole,2024-11-28 15:50:05,http://git.woa.com/mmpay_wxpay/mch_risk_manage/tree/master/application/mmpayqctraderiskaosvr,325196,mch_risk_manage,mch_risk_manage,否,master,https://git.woa.com/mmpay_wxpay/mch_risk_manage.git,git@git.woa.com:mmpay_wxpay/mch_risk_manage.git,mmpay_wxpay/mch_risk_manage,mmpay_wxpay/mch_risk_manage,是
gather_tool,246326,mmpayffsptransscripts,仅目标资产影响,CK_gather_tool,gather_toolConsole,2023-11-23 15:30:13,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpayapp/mmpayunitymodule/mmpayspcmms/suport_tools,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaymchqcactivityapplysvr,325194,mmpaymchqcactivityapplysvr,仅目标资产影响,CK_mmpaymchqcactivityapplysvr,mmpaymchqcactivityapplysvrConsole,2024-11-28 17:07:13,http://git.woa.com/mmpay_wxpay/mch_operation_manage/tree/master/application/mmpaymchqcactivityapplysvr,325194,mch_operation_manage,mch_operation_manage,否,master,https://git.woa.com/mmpay_wxpay/mch_operation_manage.git,git@git.woa.com:mmpay_wxpay/mch_operation_manage.git,mmpay_wxpay/mch_operation_manage,mmpay_wxpay/mch_operation_manage,是
mmpayhirepowerbankaosvr,338321,mmpayhirepowerbankaosvr,仅目标资产影响,CK_mmpayhirepowerbankaosvr,mmpayhirepowerbankaosvrConsole,2024-09-13 11:34:10,http://git.woa.com/mmpay_ps_app/hire_power_bank/tree/master/application/mmpayhirepowerbankaosvr,338321,hire_power_bank,hire_power_bank,否,master,https://git.woa.com/mmpay_ps_app/hire_power_bank.git,git@git.woa.com:mmpay_ps_app/hire_power_bank.git,mmpay_ps_app/hire_power_bank,mmpay_ps_app/hire_power_bank,是
mmpaysphbmq,246326,mmpaysphbmq,仅目标资产影响,CK_mmpaysphbmq,mmpaysphbmqConsole,2024-09-20 09:58:52,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpayapp/mmpaysphb/mmpaysphbmq,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpayxwatttestkvaosvr,166039,mmpayxwatttestkvaosvr,均不影响,CK_mmpayxwatttestkvaosvr,mmpayxwatttestkvaosvrConsole,,http://git.woa.com/mmpay_XWatt-P/XWatt/tree/master/domain/mmpayxwatttestkvaosvr,166039,XWatt,XWatt,否,master,https://git.woa.com/mmpay_XWatt-P/XWatt.git,git@git.woa.com:mmpay_XWatt-P/XWatt.git,mmpay_XWatt-P/XWatt,mmpay_XWatt-P/XWatt,是
mmpayfacebusinessaosvr,338033,mmpayfacebusinessaosvr,仅目标资产影响,CK_mmpayfacebusinessaosvr,mmpayfacebusinessaosvrConsole,2024-09-14 09:50:51,http://git.woa.com/mmpay_face_business/wxpay_face/tree/master/domain/mmpayfacebusinessaosvr,338033,wxpay_face,wxpay_face,否,master,https://git.woa.com/mmpay_face_business/wxpay_face.git,git@git.woa.com:mmpay_face_business/wxpay_face.git,mmpay_face_business/wxpay_face,mmpay_face_business/wxpay_face,是
mmpayrefundfcapi,246326,mmpayrefundfcapi,仅目标资产影响,CK_mmpayrefundfcapi,mmpayrefundfcapiConsole,2024-10-12 11:26:15,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpayoutland/mmpayolfund/mmpayfcrefund/mmpayrefundfcapi,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaymktlbsquery,186729,mmpaymktlbsquery,仅目标资产影响,CK_mmpaymktlbsquery,mmpaymktlbsqueryConsole,2024-09-27 09:19:33,http://git.woa.com/mmpay_wxpay/mkt/tree/master/domain/mmpaymktlbsquery,186729,mkt,mkt,否,master,https://git.woa.com/mmpay_wxpay/mkt.git,git@git.woa.com:mmpay_wxpay/mkt.git,mmpay_wxpay/mkt,mmpay_wxpay/mkt,是
